Sequence	Position	P start	P occupied
TEMP	857	0.00165	0.143
TEMP	858	0.00235	0.145
TEMP	859	0.00238	0.147
TEMP	860	0.00233	0.148
TEMP	861	0.00233	0.150
TEMP	862	0.00207	0.152
TEMP	863	0.00187	0.154
TEMP	864	0.0021	0.155
TEMP	865	0.0013	0.156
TEMP	866	0.00122	0.157
TEMP	867	0.00126	0.158
TEMP	868	0.00107	0.158
TEMP	869	0.000821	0.159
TEMP	870	0.000586	0.159
TEMP	871	0.000497	0.159
TEMP	872	0.000687	0.160
TEMP	873	0.00147	0.161
TEMP	874	0.00169	0.162
TEMP	875	0.00219	0.164
TEMP	876	0.00254	0.167
TEMP	877	0.00277	0.169
TEMP	878	0.00301	0.172
TEMP	879	0.00375	0.176
TEMP	880	0.00466	0.180
TEMP	881	0.00609	0.186
TEMP	882	0.00608	0.192
TEMP	883	0.00534	0.197
TEMP	884	0.00457	0.201
TEMP	885	0.00305	0.203
TEMP	886	0.00201	0.205
TEMP	887	0.0018	0.207
TEMP	888	0.00168	0.208
TEMP	889	0.00304	0.211
TEMP	890	0.00405	0.215
TEMP	891	0.00691	0.221
TEMP	892	0.00761	0.228
TEMP	893	0.00753	0.236
TEMP	894	0.00652	0.242
TEMP	895	0.00394	0.246
TEMP	896	0.00196	0.248
TEMP	897	0.00124	0.249
TEMP	898	0.000767	0.249
TEMP	899	0.00111	0.250
TEMP	900	0.00192	0.252
TEMP	901	0.00334	0.255
TEMP	902	0.00842	0.263
TEMP	903	0.0117	0.275
TEMP	904	0.0147	0.289
TEMP	905	0.0122	0.301
TEMP	906	0.00841	0.310
TEMP	907	0.00559	0.315
TEMP	908	0.00385	0.319
TEMP	909	0.00359	0.322
TEMP	910	0.00412	0.326
TEMP	911	0.00575	0.332
TEMP	912	0.00788	0.339
TEMP	913	0.0198	0.359
TEMP	914	0.0365	0.394
TEMP	915	0.0339	0.428
TEMP	916	0.0313	0.458
TEMP	917	0.0196	0.477
TEMP	918	0.0103	0.487
TEMP	919	0.00625	0.493
TEMP	920	0.00464	0.498
TEMP	921	0.00451	0.502
TEMP	922	0.00524	0.507
TEMP	923	0.00709	0.514
TEMP	924	0.00617	0.520
TEMP	925	0.00755	0.527
TEMP	926	0.0044	0.530
TEMP	927	0.00336	0.533
TEMP	928	0.00232	0.534
TEMP	929	0.00195	0.535
TEMP	930	0.00204	0.537
TEMP	931	0.0023	0.539
TEMP	932	0.0052	0.544
TEMP	933	0.00782	0.551
TEMP	934	0.0107	0.562
TEMP	935	0.0124	0.574
TEMP	936	0.0177	0.591
TEMP	937	0.018	0.608
TEMP	938	0.0136	0.621
TEMP	939	0.00732	0.626
TEMP	940	0.0055	0.629
TEMP	941	0.00322	0.631
TEMP	942	0.00255	0.633
TEMP	943	0.00324	0.635
TEMP	944	0.00554	0.640
TEMP	945	0.00678	0.647
TEMP	946	0.00842	0.655
TEMP	947	0.0134	0.668
TEMP	948	0.0124	0.680
TEMP	949	0.0114	0.691
TEMP	950	0.00656	0.695
TEMP	951	0.00505	0.696
TEMP	952	0.00371	0.693
TEMP	953	0.00375	0.691
TEMP	954	0.00304	0.689
TEMP	955	0.00288	0.689
TEMP	956	0.00253	0.690
TEMP	957	0.00297	0.692
TEMP	958	0.0029	0.694
TEMP	959	0.00332	0.696
TEMP	960	0.00355	0.697
TEMP	961	0.00408	0.699
TEMP	962	0.00408	0.701
TEMP	963	0.00262	0.702
TEMP	964	0.00196	0.703
TEMP	965	0.0014	0.703
TEMP	966	0.00129	0.704
TEMP	967	0.00149	0.704
TEMP	968	0.00208	0.705
TEMP	969	0.00454	0.708
TEMP	970	0.0109	0.717
TEMP	971	0.0195	0.733
TEMP	972	0.0178	0.747
TEMP	973	0.0147	0.759
TEMP	974	0.0112	0.769
TEMP	975	0.00629	0.774
TEMP	976	0.0048	0.779
TEMP	977	0.00326	0.782
TEMP	978	0.00272	0.785
TEMP	979	0.00311	0.788
TEMP	980	0.00489	0.792
TEMP	981	0.0093	0.801
TEMP	982	0.0156	0.815
TEMP	983	0.0149	0.828
TEMP	984	0.00975	0.835
TEMP	985	0.00598	0.841
TEMP	986	0.00324	0.843
TEMP	987	0.00142	0.844
TEMP	988	0.00107	0.845
TEMP	989	0.000724	0.846
TEMP	990	0.000854	0.846
TEMP	991	0.000997	0.846
TEMP	992	0.0013	0.844
TEMP	993	0.00142	0.839
TEMP	994	0.0017	0.834
TEMP	995	0.00204	0.830
TEMP	996	0.00186	0.829
TEMP	997	0.00249	0.830
TEMP	998	0.00164	0.831
TEMP	999	0.00122	0.832
TEMP	1000	0.000892	0.832
TEMP	1001	0.000818	0.832
TEMP	1002	0.00114	0.832
TEMP	1003	0.00116	0.832
TEMP	1004	0.00114	0.831
TEMP	1005	0.000721	0.830
TEMP	1006	0.000654	0.828
TEMP	1007	0.00062	0.826
TEMP	1008	0.00065	0.825
TEMP	1009	0.000718	0.823
TEMP	1010	0.000732	0.822
TEMP	1011	0.000825	0.821
TEMP	1012	0.00103	0.820
TEMP	1013	0.000917	0.820
TEMP	1014	0.00101	0.820
TEMP	1015	0.000791	0.820
TEMP	1016	0.000553	0.819
TEMP	1017	0.000505	0.819
TEMP	1018	0.000541	0.819
TEMP	1019	0.000495	0.819
TEMP	1020	0.000601	0.818
TEMP	1021	0.000789	0.817
TEMP	1022	0.0011	0.816
TEMP	1023	0.0013	0.815
TEMP	1024	0.00175	0.814
TEMP	1025	0.00242	0.813
TEMP	1026	0.0025	0.812
TEMP	1027	0.00262	0.810
TEMP	1028	0.0016	0.806
TEMP	1029	0.00145	0.801
TEMP	1030	0.00164	0.797
TEMP	1031	0.002	0.795
TEMP	1032	0.00295	0.795
TEMP	1033	0.00461	0.797
TEMP	1034	0.00506	0.801
TEMP	1035	0.00463	0.803
TEMP	1036	0.00483	0.805
TEMP	1037	0.0032	0.804
TEMP	1038	0.00381	0.801
TEMP	1039	0.00371	0.797
TEMP	1040	0.00641	0.796
TEMP	1041	0.0102	0.800
TEMP	1042	0.01	0.806
TEMP	1043	0.00896	0.813
TEMP	1044	0.00663	0.818
TEMP	1045	0.00497	0.823
TEMP	1046	0.00319	0.825
TEMP	1047	0.00312	0.826
TEMP	1048	0.00241	0.825
TEMP	1049	0.00173	0.818
TEMP	1050	0.00183	0.808
TEMP	1051	0.0022	0.796
TEMP	1052	0.00276	0.786
TEMP	1053	0.00235	0.780
TEMP	1054	0.00205	0.777
TEMP	1055	0.00143	0.774
TEMP	1056	0.00114	0.772
TEMP	1057	0.00114	0.769
TEMP	1058	0.00124	0.765
TEMP	1059	0.00114	0.758
TEMP	1060	0.00115	0.739
TEMP	1061	0.00112	0.704
TEMP	1062	0.00161	0.671
TEMP	1063	0.00164	0.642
TEMP	1064	0.0021	0.624
TEMP	1065	0.00243	0.616
TEMP	1066	0.00222	0.612
TEMP	1067	0.00213	0.610
TEMP	1068	0.0021	0.607
TEMP	1069	0.00306	0.605
TEMP	1070	0.00327	0.601
TEMP	1071	0.00507	0.600
TEMP	1072	0.00681	0.600
TEMP	1073	0.00945	0.605
TEMP	1074	0.0107	0.612
TEMP	1075	0.00859	0.618
TEMP	1076	0.00646	0.623
TEMP	1077	0.00446	0.625
TEMP	1078	0.00326	0.626
TEMP	1079	0.0023	0.623
TEMP	1080	0.00194	0.617
TEMP	1081	0.00177	0.608
TEMP	1082	0.00172	0.598
TEMP	1083	0.00196	0.582
TEMP	1084	0.00387	0.568
TEMP	1085	0.00838	0.563
TEMP	1086	0.012	0.567
TEMP	1087	0.0113	0.573
TEMP	1088	0.0119	0.582
TEMP	1089	0.00706	0.586
TEMP	1090	0.00606	0.589
TEMP	1091	0.00632	0.590
TEMP	1092	0.00563	0.589
TEMP	1093	0.00427	0.585
TEMP	1094	0.00371	0.575
TEMP	1095	0.0035	0.566
TEMP	1096	0.0045	0.559
TEMP	1097	0.00685	0.559
TEMP	1098	0.00594	0.560
TEMP	1099	0.00795	0.565
TEMP	1100	0.0078	0.569
TEMP	1101	0.00642	0.572
TEMP	1102	0.00606	0.575
TEMP	1103	0.00612	0.579
TEMP	1104	0.00657	0.582
TEMP	1105	0.00631	0.586
TEMP	1106	0.00669	0.589
TEMP	1107	0.00604	0.592
TEMP	1108	0.00439	0.592
TEMP	1109	0.00311	0.591
TEMP	1110	0.00266	0.591
TEMP	1111	0.00268	0.592
TEMP	1112	0.00583	0.596
TEMP	1113	0.00881	0.604
TEMP	1114	0.0119	0.614
TEMP	1115	0.00986	0.622
TEMP	1116	0.00401	0.621
TEMP	1117	0.00279	0.613
TEMP	1118	0.00145	0.595
TEMP	1119	0.00167	0.579
TEMP	1120	0.00241	0.567
TEMP	1121	0.00438	0.560
TEMP	1122	0.00652	0.560
TEMP	1123	0.0082	0.564
TEMP	1124	0.00938	0.570
TEMP	1125	0.00872	0.576
TEMP	1126	0.00802	0.581
TEMP	1127	0.00546	0.581
TEMP	1128	0.00415	0.576
TEMP	1129	0.00326	0.564
TEMP	1130	0.00286	0.552
TEMP	1131	0.00329	0.545
TEMP	1132	0.00582	0.545
TEMP	1133	0.0106	0.552
TEMP	1134	0.0256	0.577
TEMP	1135	0.0328	0.608
TEMP	1136	0.0317	0.639
TEMP	1137	0.0169	0.655
TEMP	1138	0.00844	0.663
TEMP	1139	0.00528	0.667
TEMP	1140	0.00421	0.670
TEMP	1141	0.00681	0.675
TEMP	1142	0.00662	0.679
TEMP	1143	0.00684	0.684
TEMP	1144	0.007	0.689
TEMP	1145	0.00577	0.693
TEMP	1146	0.00494	0.697
TEMP	1147	0.00372	0.699
TEMP	1148	0.00466	0.703
TEMP	1149	0.00376	0.706
TEMP	1150	0.00321	0.708
TEMP	1151	0.00245	0.709
TEMP	1152	0.00175	0.710
TEMP	1153	0.00178	0.711
TEMP	1154	0.00157	0.712
TEMP	1155	0.00137	0.713
TEMP	1156	0.00126	0.714
TEMP	1157	0.00106	0.714
TEMP	1158	0.00103	0.714
TEMP	1159	0.00164	0.715
TEMP	1160	0.00281	0.717
TEMP	1161	0.00343	0.719
TEMP	1162	0.00652	0.725
TEMP	1163	0.00744	0.732
TEMP	1164	0.00675	0.738
TEMP	1165	0.0074	0.745
TEMP	1166	0.00526	0.750
TEMP	1167	0.00338	0.752
TEMP	1168	0.00231	0.754
TEMP	1169	0.00119	0.754
TEMP	1170	0.00074	0.753
TEMP	1171	0.000709	0.752
TEMP	1172	0.000919	0.751
TEMP	1173	0.00137	0.750
TEMP	1174	0.00261	0.750
TEMP	1175	0.00402	0.752
TEMP	1176	0.0042	0.755
TEMP	1177	0.00381	0.757
TEMP	1178	0.00373	0.759
TEMP	1179	0.00336	0.759
TEMP	1180	0.00222	0.757
TEMP	1181	0.00182	0.754
TEMP	1182	0.0015	0.750
TEMP	1183	0.00124	0.747
TEMP	1184	0.00129	0.745
TEMP	1185	0.00199	0.743
TEMP	1186	0.003	0.742
TEMP	1187	0.0063	0.742
TEMP	1188	0.0101	0.742
TEMP	1189	0.0127	0.745
TEMP	1190	0.0136	0.750
TEMP	1191	0.0122	0.755
TEMP	1192	0.00624	0.756
TEMP	1193	0.00408	0.757
TEMP	1194	0.00431	0.758
TEMP	1195	0.00439	0.760
TEMP	1196	0.00651	0.765
TEMP	1197	0.00646	0.770
TEMP	1198	0.00795	0.776
TEMP	1199	0.0122	0.785
TEMP	1200	0.0171	0.800
TEMP	1201	0.0185	0.816
TEMP	1202	0.0122	0.827
TEMP	1203	0.00751	0.833
TEMP	1204	0.00369	0.836
TEMP	1205	0.00194	0.837
TEMP	1206	0.00193	0.837
TEMP	1207	0.00166	0.838
TEMP	1208	0.00185	0.839
TEMP	1209	0.00174	0.839
TEMP	1210	0.00158	0.839
TEMP	1211	0.00124	0.838
TEMP	1212	0.00147	0.837
TEMP	1213	0.00174	0.836
TEMP	1214	0.00125	0.836
TEMP	1215	0.00125	0.835
TEMP	1216	0.00143	0.833
TEMP	1217	0.00154	0.831
TEMP	1218	0.00172	0.828
TEMP	1219	0.00122	0.822
TEMP	1220	0.000831	0.814
TEMP	1221	0.000917	0.804
TEMP	1222	0.00136	0.797
TEMP	1223	0.00283	0.793
TEMP	1224	0.00653	0.795
TEMP	1225	0.0119	0.804
TEMP	1226	0.00987	0.811
TEMP	1227	0.00809	0.818
TEMP	1228	0.00533	0.821
TEMP	1229	0.00245	0.822
TEMP	1230	0.00204	0.822
TEMP	1231	0.0027	0.821
TEMP	1232	0.00454	0.817
TEMP	1233	0.00744	0.812
TEMP	1234	0.012	0.813
TEMP	1235	0.0128	0.814
TEMP	1236	0.0112	0.818
TEMP	1237	0.0111	0.823
TEMP	1238	0.00872	0.826
TEMP	1239	0.00783	0.828
TEMP	1240	0.00422	0.828
TEMP	1241	0.00195	0.826
TEMP	1242	0.00104	0.823
TEMP	1243	0.000758	0.820
TEMP	1244	0.000896	0.814
TEMP	1245	0.00151	0.809
TEMP	1246	0.00256	0.804
TEMP	1247	0.00376	0.800
TEMP	1248	0.00481	0.798
TEMP	1249	0.00375	0.796
TEMP	1250	0.00267	0.793
TEMP	1251	0.00207	0.788
TEMP	1252	0.00172	0.783
TEMP	1253	0.00203	0.779
TEMP	1254	0.0023	0.775
TEMP	1255	0.00326	0.774
TEMP	1256	0.00595	0.777
TEMP	1257	0.00797	0.782
TEMP	1258	0.00999	0.789
TEMP	1259	0.0128	0.796
TEMP	1260	0.011	0.799
TEMP	1261	0.00821	0.795
TEMP	1262	0.00904	0.794
TEMP	1263	0.00826	0.798
TEMP	1264	0.00801	0.803
TEMP	1265	0.00736	0.809
TEMP	1266	0.00725	0.815
TEMP	1267	0.00525	0.818
TEMP	1268	0.00326	0.817
TEMP	1269	0.00223	0.812
TEMP	1270	0.00178	0.806
TEMP	1271	0.00173	0.798
TEMP	1272	0.00215	0.792
TEMP	1273	0.0023	0.786
TEMP	1274	0.00234	0.783
TEMP	1275	0.00281	0.782
TEMP	1276	0.00286	0.781
TEMP	1277	0.00353	0.782
TEMP	1278	0.00396	0.783
TEMP	1279	0.00242	0.779
TEMP	1280	0.00185	0.770
TEMP	1281	0.00151	0.746
TEMP	1282	0.00163	0.715
TEMP	1283	0.00151	0.685
TEMP	1284	0.00148	0.670
TEMP	1285	0.00131	0.662
TEMP	1286	0.00137	0.658
TEMP	1287	0.00219	0.656
TEMP	1288	0.00257	0.652
TEMP	1289	0.00338	0.649
TEMP	1290	0.00388	0.646
TEMP	1291	0.00319	0.642
TEMP	1292	0.00308	0.640
TEMP	1293	0.00285	0.637
TEMP	1294	0.0023	0.636
TEMP	1295	0.00199	0.633
TEMP	1296	0.00135	0.631
TEMP	1297	0.00127	0.629
TEMP	1298	0.00119	0.628
TEMP	1299	0.00133	0.627
TEMP	1300	0.00135	0.627
TEMP	1301	0.00133	0.627
TEMP	1302	0.000965	0.626
TEMP	1303	0.000469	0.625
TEMP	1304	0.000241	0.625
TEMP	1305	0.000142	0.624
TEMP	1306	0.000122	0.622
TEMP	1307	0.000153	0.620
TEMP	1308	0.000254	0.616
TEMP	1309	0.000412	0.610
TEMP	1310	0.000591	0.603
TEMP	1311	0.000508	0.597
TEMP	1312	0.000276	0.590
TEMP	1313	0.000212	0.585
TEMP	1314	0.000123	0.582
TEMP	1315	0.0001	0.580
TEMP	1316	8.31e-05	0.578
TEMP	1317	7.19e-05	0.578
TEMP	1318	7.9e-05	0.577
TEMP	1319	9.85e-05	0.576
TEMP	1320	0.000114	0.575
TEMP	1321	0.000218	0.573
TEMP	1322	0.000358	0.569
TEMP	1323	0.000414	0.565
TEMP	1324	0.000357	0.562
TEMP	1325	0.000371	0.558
TEMP	1326	0.000491	0.556
TEMP	1327	0.00114	0.554
TEMP	1328	0.00237	0.555
TEMP	1329	0.00293	0.556
TEMP	1330	0.00206	0.557
TEMP	1331	0.000787	0.557
TEMP	1332	0.000363	0.555
TEMP	1333	0.000171	0.552
TEMP	1334	0.000142	0.546
TEMP	1335	0.000154	0.536
TEMP	1336	0.000243	0.524
TEMP	1337	0.000349	0.510
TEMP	1338	0.000633	0.499
TEMP	1339	0.00105	0.494
TEMP	1340	0.0019	0.492
TEMP	1341	0.00213	0.489
TEMP	1342	0.00191	0.487
TEMP	1343	0.00131	0.482
TEMP	1344	0.00067	0.476
TEMP	1345	0.000422	0.468
TEMP	1346	0.000478	0.457
TEMP	1347	0.000689	0.440
TEMP	1348	0.00145	0.423
TEMP	1349	0.00145	0.412
TEMP	1350	0.0014	0.406
TEMP	1351	0.000758	0.403
TEMP	1352	0.000366	0.402
TEMP	1353	0.000237	0.400
TEMP	1354	0.000217	0.399
TEMP	1355	0.000293	0.397
TEMP	1356	0.000539	0.396
TEMP	1357	0.000724	0.395
TEMP	1358	0.000741	0.395
TEMP	1359	0.000854	0.394
TEMP	1360	0.000639	0.393
TEMP	1361	0.000416	0.392
TEMP	1362	0.000233	0.391
TEMP	1363	0.000123	0.390
TEMP	1364	8.57e-05	0.388
TEMP	1365	6.73e-05	0.387
TEMP	1366	8.13e-05	0.385
TEMP	1367	0.000136	0.385
TEMP	1368	0.000315	0.384
TEMP	1369	0.000539	0.383
TEMP	1370	0.000501	0.381
TEMP	1371	0.000394	0.375
TEMP	1372	0.000231	0.363
TEMP	1373	0.000219	0.354
TEMP	1374	0.000174	0.346
TEMP	1375	0.000189	0.340
TEMP	1376	0.000225	0.338
TEMP	1377	0.000268	0.336
TEMP	1378	0.000297	0.334
TEMP	1379	0.000329	0.330
TEMP	1380	0.00026	0.323
TEMP	1381	0.000178	0.311
TEMP	1382	0.000113	0.298
TEMP	1383	9.84e-05	0.287
TEMP	1384	0.000115	0.276
TEMP	1385	0.000148	0.268
TEMP	1386	0.000177	0.260
TEMP	1387	0.000276	0.256
TEMP	1388	0.000451	0.254
TEMP	1389	0.00048	0.254
TEMP	1390	0.000595	0.254
TEMP	1391	0.000518	0.253
TEMP	1392	0.000359	0.252
TEMP	1393	0.000252	0.250
TEMP	1394	0.000201	0.246
TEMP	1395	0.00024	0.242
TEMP	1396	0.000349	0.238
TEMP	1397	0.000487	0.236
TEMP	1398	0.000497	0.235
TEMP	1399	0.00054	0.233
TEMP	1400	0.000455	0.232
TEMP	1401	0.000344	0.230
TEMP	1402	0.000217	0.227
TEMP	1403	0.00014	0.221
TEMP	1404	0.00013	0.213
TEMP	1405	0.000152	0.203
TEMP	1406	0.000216	0.191
TEMP	1407	0.000337	0.180
TEMP	1408	0.000458	0.172
TEMP	1409	0.00048	0.164
TEMP	1410	0.000399	0.156
TEMP	1411	0.000431	0.148
TEMP	1412	0.000527	0.142
TEMP	1413	0.000534	0.135
TEMP	1414	0.000454	0.130
TEMP	1415	0.000327	0.127
TEMP	1416	0.000354	0.125
TEMP	1417	0.00025	0.124
TEMP	1418	0.000159	0.122
TEMP	1419	0.000113	0.120
TEMP	1420	9.52e-05	0.118
TEMP	1421	0.000108	0.116
TEMP	1422	0.000255	0.113
TEMP	1423	0.000424	0.111
TEMP	1424	0.000481	0.108
TEMP	1425	0.000511	0.104
TEMP	1426	0.000504	0.102
TEMP	1427	0.000464	0.101
TEMP	1428	0.000416	0.100
TEMP	1429	0.000467	0.0990
TEMP	1430	0.000475	0.0980
TEMP	1431	0.000387	0.0969
TEMP	1432	0.000334	0.0959
TEMP	1433	0.000276	0.0948
TEMP	1434	0.000302	0.0929
TEMP	1435	0.000401	0.0908
TEMP	1436	0.000355	0.0877
TEMP	1437	0.000253	0.0841
TEMP	1438	0.000237	0.0812
TEMP	1439	0.000211	0.0783
TEMP	1440	0.000271	0.0757
TEMP	1441	0.000258	0.0737
TEMP	1442	0.00032	0.0720
TEMP	1443	0.000402	0.0711
TEMP	1444	0.000736	0.0705
TEMP	1445	0.000795	0.0701
TEMP	1446	0.000911	0.0697
TEMP	1447	0.000835	0.0692
TEMP	1448	0.000519	0.0684
TEMP	1449	0.00052	0.0679
TEMP	1450	0.000467	0.0679
TEMP	1451	0.000377	0.0681
TEMP	1452	0.00024	0.0682
TEMP	1453	0.00016	0.0682
TEMP	1454	0.000117	0.0682
TEMP	1455	0.000133	0.0680
TEMP	1456	0.000179	0.0678
TEMP	1457	0.000355	0.0676
TEMP	1458	0.000469	0.0675
TEMP	1459	0.000524	0.0678
TEMP	1460	0.000559	0.0681
TEMP	1461	0.000627	0.0686
TEMP	1462	0.000586	0.0691
TEMP	1463	0.000567	0.0696
TEMP	1464	0.000573	0.0701
TEMP	1465	0.000557	0.0706
TEMP	1466	0.000567	0.0711
TEMP	1467	0.000678	0.0716
TEMP	1468	0.00056	0.0720
TEMP	1469	0.00036	0.0720
TEMP	1470	0.000252	0.0718
TEMP	1471	0.000261	0.0717
TEMP	1472	0.000253	0.0716
TEMP	1473	0.000183	0.0713
TEMP	1474	0.00012	0.0703
TEMP	1475	7.45e-05	0.0680
TEMP	1476	5.91e-05	0.0651
TEMP	1477	6.01e-05	0.0631
TEMP	1478	0.000105	0.0624
TEMP	1479	0.000229	0.0623
TEMP	1480	0.000366	0.0625
TEMP	1481	0.000476	0.0628
TEMP	1482	0.000677	0.0633
TEMP	1483	0.000745	0.0638
TEMP	1484	0.000588	0.0641
TEMP	1485	0.000303	0.0637
TEMP	1486	0.000152	0.0628
TEMP	1487	9.19e-05	0.0610
TEMP	1488	0.000106	0.0590
TEMP	1489	0.000165	0.0573
TEMP	1490	0.000372	0.0563
TEMP	1491	0.000736	0.0564
TEMP	1492	0.00159	0.0576
TEMP	1493	0.00251	0.0596
TEMP	1494	0.00379	0.0627
TEMP	1495	0.00347	0.0647
TEMP	1496	0.00173	0.0650
TEMP	1497	0.000761	0.0644
TEMP	1498	0.000374	0.0640
TEMP	1499	0.000198	0.0638
TEMP	1500	0.000182	0.0637
TEMP	1501	0.000225	0.0638
TEMP	1502	0.000338	0.0638
TEMP	1503	0.000809	0.0641
TEMP	1504	0.00145	0.0648
TEMP	1505	0.00178	0.0658
TEMP	1506	0.00123	0.0662
TEMP	1507	0.000714	0.0663
TEMP	1508	0.000398	0.0663
TEMP	1509	0.000262	0.0663
TEMP	1510	0.000291	0.0665
TEMP	1511	0.000346	0.0667
TEMP	1512	0.00066	0.0673
TEMP	1513	0.00113	0.0684
TEMP	1514	0.00247	0.0707
TEMP	1515	0.00243	0.0728
TEMP	1516	0.00294	0.0752
TEMP	1517	0.00193	0.0766
TEMP	1518	0.00108	0.0773
TEMP	1519	0.00066	0.0778
TEMP	1520	0.000351	0.0779
TEMP	1521	0.000266	0.0780
TEMP	1522	0.000257	0.0781
TEMP	1523	0.000511	0.0783
TEMP	1524	0.000807	0.0789
TEMP	1525	0.00136	0.0799
TEMP	1526	0.00162	0.0812
TEMP	1527	0.00191	0.0829
TEMP	1528	0.00158	0.0843
TEMP	1529	0.00103	0.0852
TEMP	1530	0.000478	0.0856
TEMP	1531	0.000276	0.0857
TEMP	1532	0.00021	0.0858
TEMP	1533	0.00014	0.0858
TEMP	1534	0.000105	0.0856
TEMP	1535	7.78e-05	0.0852
TEMP	1536	0.000115	0.0849
TEMP	1537	0.000148	0.0844
TEMP	1538	0.000257	0.0842
TEMP	1539	0.000408	0.0842
TEMP	1540	0.000494	0.0844
TEMP	1541	0.000571	0.0848
TEMP	1542	0.000526	0.0851
TEMP	1543	0.000487	0.0852
TEMP	1544	0.000436	0.0852
TEMP	1545	0.000435	0.0851
TEMP	1546	0.000363	0.0849
TEMP	1547	0.000517	0.0850
TEMP	1548	0.000795	0.0855
TEMP	1549	0.00157	0.0868
TEMP	1550	0.00265	0.0893
TEMP	1551	0.00452	0.0937
TEMP	1552	0.00597	0.0995
TEMP	1553	0.00689	0.106
TEMP	1554	0.00372	0.109
TEMP	1555	0.00163	0.110
TEMP	1556	0.000787	0.111
TEMP	1557	0.00052	0.111
TEMP	1558	0.000623	0.111
TEMP	1559	0.00128	0.112
TEMP	1560	0.00421	0.115
TEMP	1561	0.0103	0.125
TEMP	1562	0.0199	0.145
TEMP	1563	0.0143	0.159
TEMP	1564	0.00799	0.166
TEMP	1565	0.00327	0.170
TEMP	1566	0.00156	0.171
TEMP	1567	0.000649	0.172
TEMP	1568	0.000418	0.172
TEMP	1569	0.00039	0.172
TEMP	1570	0.000478	0.172
TEMP	1571	0.000669	0.172
TEMP	1572	0.000836	0.173
TEMP	1573	0.000902	0.173
TEMP	1574	0.000978	0.173
TEMP	1575	0.000993	0.174
TEMP	1576	0.000765	0.174
TEMP	1577	0.000709	0.175
TEMP	1578	0.000784	0.175
TEMP	1579	0.000897	0.176
TEMP	1580	0.00109	0.176
TEMP	1581	0.00222	0.178
TEMP	1582	0.00311	0.181
TEMP	1583	0.00305	0.184
TEMP	1584	0.00232	0.186
TEMP	1585	0.0012	0.187
TEMP	1586	0.000812	0.187
TEMP	1587	0.00054	0.188
TEMP	1588	0.000869	0.188
TEMP	1589	0.00107	0.189
TEMP	1590	0.00187	0.190
TEMP	1591	0.00258	0.192
TEMP	1592	0.00299	0.194
TEMP	1593	0.00352	0.197
TEMP	1594	0.0039	0.200
TEMP	1595	0.00561	0.205
TEMP	1596	0.00491	0.210
TEMP	1597	0.00541	0.215
TEMP	1598	0.00395	0.218
TEMP	1599	0.00199	0.220
TEMP	1600	0.00118	0.221
TEMP	1601	0.000792	0.222
TEMP	1602	0.00059	0.222
TEMP	1603	0.000928	0.223
TEMP	1604	0.00161	0.224
TEMP	1605	0.00264	0.226
TEMP	1606	0.00463	0.230
TEMP	1607	0.00697	0.237
TEMP	1608	0.00848	0.245
TEMP	1609	0.0056	0.250
TEMP	1610	0.00494	0.254
TEMP	1611	0.00333	0.257
TEMP	1612	0.00179	0.258
TEMP	1613	0.00119	0.259
TEMP	1614	0.00101	0.259
TEMP	1615	0.00147	0.260
TEMP	1616	0.00208	0.262
TEMP	1617	0.00329	0.265
TEMP	1618	0.00362	0.268
TEMP	1619	0.00425	0.272
TEMP	1620	0.00242	0.274
TEMP	1621	0.00136	0.275
TEMP	1622	0.000817	0.276
TEMP	1623	0.000578	0.277
TEMP	1624	0.000493	0.277
TEMP	1625	0.000632	0.278
TEMP	1626	0.000754	0.278
TEMP	1627	0.00127	0.279
TEMP	1628	0.00254	0.281
TEMP	1629	0.00505	0.286
TEMP	1630	0.00841	0.293
TEMP	1631	0.0095	0.302
TEMP	1632	0.00555	0.307
TEMP	1633	0.00193	0.309
TEMP	1634	0.000786	0.310
TEMP	1635	0.000427	0.310
TEMP	1636	0.000536	0.310
TEMP	1637	0.0013	0.311
TEMP	1638	0.00414	0.315
TEMP	1639	0.0132	0.326
TEMP	1640	0.0216	0.346
TEMP	1641	0.0249	0.367
TEMP	1642	0.0133	0.376
TEMP	1643	0.00605	0.381
TEMP	1644	0.0027	0.383
TEMP	1645	0.00119	0.384
TEMP	1646	0.000698	0.384
TEMP	1647	0.000389	0.384
TEMP	1648	0.000433	0.384
TEMP	1649	0.0006	0.385
TEMP	1650	0.000986	0.385
TEMP	1651	0.00134	0.385
TEMP	1652	0.00176	0.385
TEMP	1653	0.00213	0.386
TEMP	1654	0.00152	0.386
TEMP	1655	0.00118	0.387
TEMP	1656	0.00064	0.388
TEMP	1657	0.00044	0.388
TEMP	1658	0.000418	0.388
TEMP	1659	0.000315	0.388
TEMP	1660	0.000344	0.387
TEMP	1661	0.000337	0.385
TEMP	1662	0.000482	0.383
TEMP	1663	0.000842	0.381
TEMP	1664	0.000944	0.380
TEMP	1665	0.000948	0.379
TEMP	1666	0.000648	0.379
TEMP	1667	0.000327	0.379
TEMP	1668	0.000177	0.379
TEMP	1669	0.000111	0.379
TEMP	1670	9.47e-05	0.379
TEMP	1671	0.000114	0.378
TEMP	1672	0.000233	0.377
TEMP	1673	0.00042	0.376
TEMP	1674	0.00087	0.375
TEMP	1675	0.00133	0.374
TEMP	1676	0.00176	0.375
TEMP	1677	0.00184	0.377
TEMP	1678	0.0013	0.378
